Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2
Irreplaceable,Beyoncé,2007,1,20,Beyoncé,None,None
Irreplaceable,Beyoncé,2007,1,27,Beyoncé,None,None
Irreplaceable,Beyoncé,2007,2,3,Beyoncé,None,None
Irreplaceable,Beyoncé,2007,2,10,Beyoncé,None,None
Irreplaceable,Beyoncé,2007,2,17,Beyoncé,None,None
Say It Right,Nelly Furtado,2007,2,24,Nelly Furtado,None,None
What Goes Around...Comes Around,Justin Timberlake,2007,3,3,Justin Timberlake,None,None
This Is Why I'm Hot,Mims,2007,3,10,Mims,None,None
This Is Why I'm Hot,Mims,2007,3,17,Mims,None,None
Glamorous,"Fergie , Ludacris",2007,3,24,Fergie ,Ludacris,None
Glamorous,"Fergie , Ludacris",2007,3,31,Fergie ,Ludacris,None
Don't Matter,Akon,2007,4,7,Akon,None,None
Don't Matter,Akon,2007,4,14,Akon,None,None
Give It to Me,"Timbaland ,Nelly Furtado and Justin Timberlake",2007,4,21,Timbaland ,Nelly Furtado,Justin Timberlake
Give It to Me,"Timbaland ,Nelly Furtado and Justin Timberlake",2007,4,28,Timbaland ,Nelly Furtado,Justin Timberlake
Girlfriend,Avril Lavigne,2007,5,5,Avril Lavigne,None,None
Makes Me Wonder,Maroon 5,2007,5,12,Maroon 5,None,None
Makes Me Wonder,Maroon 5,2007,5,19,Maroon 5,None,None
Buy U a Drank (Shawty Snappin'),"T-Pain , Yung Joc",2007,5,26,T-Pain ,Yung Joc,None
Makes Me Wonder,Maroon 5,2007,6,2,Maroon 5,None,None
Umbrella,"Rihanna , Jay-Z",2007,6,9,Rihanna ,Jay-Z,None
Umbrella,"Rihanna , Jay-Z",2007,6,16,Rihanna ,Jay-Z,None
Umbrella,"Rihanna , Jay-Z",2007,6,23,Rihanna ,Jay-Z,None
Umbrella,"Rihanna , Jay-Z",2007,6,30,Rihanna ,Jay-Z,None
Umbrella,"Rihanna , Jay-Z",2007,7,7,Rihanna ,Jay-Z,None
Umbrella,"Rihanna , Jay-Z",2007,7,14,Rihanna ,Jay-Z,None
Umbrella,"Rihanna , Jay-Z",2007,7,21,Rihanna ,Jay-Z,None
Hey There Delilah,Plain White T's,2007,7,28,Plain White T's,None,None
Hey There Delilah,Plain White T's,2007,8,4,Plain White T's,None,None
Beautiful Girls,Sean Kingston,2007,8,11,Sean Kingston,None,None
Beautiful Girls,Sean Kingston,2007,8,18,Sean Kingston,None,None
Beautiful Girls,Sean Kingston,2007,8,25,Sean Kingston,None,None
Beautiful Girls,Sean Kingston,2007,9,1,Sean Kingston,None,None
Big Girls Don't Cry,Fergie,2007,9,8,Fergie,None,None
Crank That (Soulja Boy),Soulja Boy Tell 'Em,2007,9,15,Soulja Boy Tell 'Em,None,None
Crank That (Soulja Boy),Soulja Boy Tell 'Em,2007,9,22,Soulja Boy Tell 'Em,None,None
Stronger,Kanye West,2007,9,29,Kanye West,None,None
Crank That (Soulja Boy),Soulja Boy Tell 'Em,2007,10,6,Soulja Boy Tell 'Em,None,None
Crank That (Soulja Boy),Soulja Boy Tell 'Em,2007,10,13,Soulja Boy Tell 'Em,None,None
Crank That (Soulja Boy),Soulja Boy Tell 'Em,2007,10,20,Soulja Boy Tell 'Em,None,None
Crank That (Soulja Boy),Soulja Boy Tell 'Em,2007,10,27,Soulja Boy Tell 'Em,None,None
Crank That (Soulja Boy),Soulja Boy Tell 'Em,2007,11,3,Soulja Boy Tell 'Em,None,None
Kiss Kiss,"Chris Brown , T-Pain",2007,11,10,Chris Brown ,T-Pain,None
Kiss Kiss,"Chris Brown , T-Pain",2007,11,17,Chris Brown ,T-Pain,None
Kiss Kiss,"Chris Brown , T-Pain",2007,11,24,Chris Brown ,T-Pain,None
No One,Alicia Keys,2007,12,1,Alicia Keys,None,None
No One,Alicia Keys,2007,12,8,Alicia Keys,None,None
No One,Alicia Keys,2007,12,15,Alicia Keys,None,None
No One,Alicia Keys,2007,12,22,Alicia Keys,None,None
No One,Alicia Keys,2007,12,29,Alicia Keys,None,None
Low,"Flo Rida , T-Pain",2008,1,5,Flo Rida ,T-Pain,None
Low,"Flo Rida , T-Pain",2008,1,12,Flo Rida ,T-Pain,None
Low,"Flo Rida , T-Pain",2008,1,19,Flo Rida ,T-Pain,None
Low,"Flo Rida , T-Pain",2008,1,26,Flo Rida ,T-Pain,None
Low,"Flo Rida , T-Pain",2008,2,2,Flo Rida ,T-Pain,None
Low,"Flo Rida , T-Pain",2008,2,9,Flo Rida ,T-Pain,None
Low,"Flo Rida , T-Pain",2008,2,16,Flo Rida ,T-Pain,None
Low,"Flo Rida , T-Pain",2008,2,23,Flo Rida ,T-Pain,None
Low,"Flo Rida , T-Pain",2008,3,1,Flo Rida ,T-Pain,None
Low,"Flo Rida , T-Pain",2008,3,8,Flo Rida ,T-Pain,None
Love in This Club,"Usher , Young Jeezy",2008,3,15,Usher ,Young Jeezy,None
Love in This Club,"Usher , Young Jeezy",2008,3,22,Usher ,Young Jeezy,None
Love in This Club,"Usher , Young Jeezy",2008,3,29,Usher ,Young Jeezy,None
Bleeding Love,Leona Lewis,2008,4,5,Leona Lewis,None,None
Touch My Body,Mariah Carey,2008,4,12,Mariah Carey,None,None
Touch My Body,Mariah Carey,2008,4,19,Mariah Carey,None,None
Bleeding Love,Leona Lewis,2008,4,26,Leona Lewis,None,None
Lollipop,"Lil Wayne , Static Major",2008,5,3,Lil Wayne ,Static Major,None
Bleeding Love,Leona Lewis,2008,5,10,Leona Lewis,None,None
Bleeding Love,Leona Lewis,2008,5,17,Leona Lewis,None,None
Take a Bow,Rihanna,2008,5,24,Rihanna,None,None
Lollipop,"Lil Wayne , Static Major",2008,5,31,Lil Wayne ,Static Major,None
Lollipop,"Lil Wayne , Static Major",2008,6,7,Lil Wayne ,Static Major,None
Lollipop,"Lil Wayne , Static Major",2008,6,14,Lil Wayne ,Static Major,None
Lollipop,"Lil Wayne , Static Major",2008,6,21,Lil Wayne ,Static Major,None
Viva la Vida,Coldplay,2008,6,28,Coldplay,None,None
I Kissed a Girl,Katy Perry,2008,7,5,Katy Perry,None,None
I Kissed a Girl,Katy Perry,2008,7,12,Katy Perry,None,None
I Kissed a Girl,Katy Perry,2008,7,19,Katy Perry,None,None
I Kissed a Girl,Katy Perry,2008,7,26,Katy Perry,None,None
I Kissed a Girl,Katy Perry,2008,8,2,Katy Perry,None,None
I Kissed a Girl,Katy Perry,2008,8,9,Katy Perry,None,None
I Kissed a Girl,Katy Perry,2008,8,16,Katy Perry,None,None
Disturbia,Rihanna,2008,8,23,Rihanna,None,None
Disturbia,Rihanna,2008,8,30,Rihanna,None,None
Whatever You Like,T.I.,2008,9,6,T.I.,None,None
Whatever You Like,T.I.,2008,9,13,T.I.,None,None
Whatever You Like,T.I.,2008,9,20,T.I.,None,None
So What,Pink,2008,9,27,Pink,None,None
Whatever You Like,T.I.,2008,10,4,T.I.,None,None
Whatever You Like,T.I.,2008,10,11,T.I.,None,None
Live Your Life,"T.I. , Rihanna",2008,10,18,T.I. ,Rihanna,None
Womanizer,Britney Spears,2008,10,25,Britney Spears,None,None
Whatever You Like,T.I.,2008,11,1,T.I.,None,None
Whatever You Like,T.I.,2008,11,8,T.I.,None,None
Live Your Life,"T.I. , Rihanna",2008,11,15,T.I. ,Rihanna,None
Live Your Life,"T.I. , Rihanna",2008,11,22,T.I. ,Rihanna,None
Live Your Life,"T.I. , Rihanna",2008,11,29,T.I. ,Rihanna,None
Live Your Life,"T.I. , Rihanna",2008,12,6,T.I. ,Rihanna,None
Single Ladies (Put a Ring on It),Beyoncé,2008,12,13,Beyoncé,None,None
Live Your Life,"T.I. , Rihanna",2008,12,20,T.I. ,Rihanna,None
Single Ladies (Put a Ring on It),Beyoncé,2008,12,27,Beyoncé,None,None
Single Ladies (Put a Ring on It),Beyoncé,2009,1,3,Beyoncé,None,None
Single Ladies (Put a Ring on It),Beyoncé,2009,1,10,Beyoncé,None,None
Just Dance,"Lady Gaga , Colby O'Donis",2009,1,17,Lady Gaga ,Colby O'Donis,None
Just Dance,"Lady Gaga , Colby O'Donis",2009,1,24,Lady Gaga ,Colby O'Donis,None
Just Dance,"Lady Gaga , Colby O'Donis",2009,1,31,Lady Gaga ,Colby O'Donis,None
My Life Would Suck Without You,Kelly Clarkson,2009,2,7,Kelly Clarkson,None,None
My Life Would Suck Without You,Kelly Clarkson,2009,2,14,Kelly Clarkson,None,None
Crack a Bottle,"Eminem, Dr. Dre and 50 Cent",2009,2,21,Eminem,Dr. Dre,50 Cent
Right Round,Flo Rida,2009,2,28,Flo Rida,None,None
Right Round,Flo Rida,2009,3,7,Flo Rida,None,None
Right Round,Flo Rida,2009,3,14,Flo Rida,None,None
Right Round,Flo Rida,2009,3,21,Flo Rida,None,None
Right Round,Flo Rida,2009,3,28,Flo Rida,None,None
Right Round,Flo Rida,2009,4,4,Flo Rida,None,None
Poker Face,Lady Gaga,2009,4,11,Lady Gaga,None,None
Boom Boom Pow,The Black Eyed Peas,2009,4,18,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,4,25,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,5,2,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,5,9,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,5,16,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,5,23,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,5,30,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,6,6,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,6,13,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,6,20,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,6,27,The Black Eyed Peas,None,None
Boom Boom Pow,The Black Eyed Peas,2009,7,4,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,7,11,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,7,18,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,7,25,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,8,1,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,8,8,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,8,15,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,8,22,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,8,29,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,9,5,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,9,12,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,9,19,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,9,26,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,10,3,The Black Eyed Peas,None,None
I Gotta Feeling,The Black Eyed Peas,2009,10,10,The Black Eyed Peas,None,None
Down,"Jay Sean , Lil Wayne",2009,10,17,Jay Sean ,Lil Wayne,None
3,Britney Spears,2009,10,24,Britney Spears,None,None
Down,"Jay Sean , Lil Wayne",2009,10,31,Jay Sean ,Lil Wayne,None
Fireflies,Owl City,2009,11,7,Owl City,None,None
Whatcha Say,Jason Derulo,2009,11,14,Jason Derulo,None,None
Fireflies,Owl City,2009,11,21,Owl City,None,None
Empire State of Mind,Jay-Z and Alicia Keys,2009,11,28,Jay-Z and Alicia Keys,None,None
Empire State of Mind,Jay-Z and Alicia Keys,2009,12,5,Jay-Z and Alicia Keys,None,None
Empire State of Mind,Jay-Z and Alicia Keys,2009,12,12,Jay-Z and Alicia Keys,None,None
Empire State of Mind,Jay-Z and Alicia Keys,2009,12,19,Jay-Z and Alicia Keys,None,None
Empire State of Mind,Jay-Z and Alicia Keys,2009,12,26,Jay-Z and Alicia Keys,None,None
Tik Tok,Kesha,2010,1,2,Kesha,None,None
Tik Tok,Kesha,2010,1,9,Kesha,None,None
Tik Tok,Kesha,2010,1,16,Kesha,None,None
Tik Tok,Kesha,2010,1,23,Kesha,None,None
Tik Tok,Kesha,2010,1,30,Kesha,None,None
Tik Tok,Kesha,2010,2,6,Kesha,None,None
Tik Tok,Kesha,2010,2,13,Kesha,None,None
Tik Tok,Kesha,2010,2,20,Kesha,None,None
Tik Tok,Kesha,2010,2,27,Kesha,None,None
Imma Be,The Black Eyed Peas,2010,3,6,The Black Eyed Peas,None,None
Imma Be,The Black Eyed Peas,2010,3,13,The Black Eyed Peas,None,None
Break Your Heart,"Taio Cruz , Ludacris",2010,3,20,Taio Cruz ,Ludacris,None
Rude Boy,Rihanna,2010,3,27,Rihanna,None,None
Rude Boy,Rihanna,2010,4,3,Rihanna,None,None
Rude Boy,Rihanna,2010,4,10,Rihanna,None,None
Rude Boy,Rihanna,2010,4,17,Rihanna,None,None
Rude Boy,Rihanna,2010,4,24,Rihanna,None,None
Nothin' on You,"B.o.B , Bruno Mars",2010,5,1,B.o.B ,Bruno Mars,None
Nothin' on You,"B.o.B , Bruno Mars",2010,5,8,B.o.B ,Bruno Mars,None
OMG,"Usher , will.i.am",2010,5,15,Usher ,will.i.am,None
Not Afraid,Eminem,2010,5,22,Eminem,None,None
OMG,"Usher , will.i.am",2010,5,29,Usher ,will.i.am,None
OMG,"Usher , will.i.am",2010,6,5,Usher ,will.i.am,None
OMG,"Usher , will.i.am",2010,6,12,Usher ,will.i.am,None
California Gurls,"Katy Perry , Snoop Dogg",2010,6,19,Katy Perry ,Snoop Dogg,None
California Gurls,"Katy Perry , Snoop Dogg",2010,6,26,Katy Perry ,Snoop Dogg,None
California Gurls,"Katy Perry , Snoop Dogg",2010,7,3,Katy Perry ,Snoop Dogg,None
California Gurls,"Katy Perry , Snoop Dogg",2010,7,10,Katy Perry ,Snoop Dogg,None
California Gurls,"Katy Perry , Snoop Dogg",2010,7,17,Katy Perry ,Snoop Dogg,None
California Gurls,"Katy Perry , Snoop Dogg",2010,7,24,Katy Perry ,Snoop Dogg,None
Love the Way You Lie,"Eminem , Rihanna",2010,7,31,Eminem ,Rihanna,None
Love the Way You Lie,"Eminem , Rihanna",2010,8,7,Eminem ,Rihanna,None
Love the Way You Lie,"Eminem , Rihanna",2010,8,14,Eminem ,Rihanna,None
Love the Way You Lie,"Eminem , Rihanna",2010,8,21,Eminem ,Rihanna,None
Love the Way You Lie,"Eminem , Rihanna",2010,8,28,Eminem ,Rihanna,None
Love the Way You Lie,"Eminem , Rihanna",2010,9,4,Eminem ,Rihanna,None
Love the Way You Lie,"Eminem , Rihanna",2010,9,11,Eminem ,Rihanna,None
Teenage Dream,Katy Perry,2010,9,18,Katy Perry,None,None
Teenage Dream,Katy Perry,2010,9,25,Katy Perry,None,None
Just the Way You Are,Bruno Mars,2010,10,2,Bruno Mars,None,None
Just the Way You Are,Bruno Mars,2010,10,9,Bruno Mars,None,None
Just the Way You Are,Bruno Mars,2010,10,16,Bruno Mars,None,None
Just the Way You Are,Bruno Mars,2010,10,23,Bruno Mars,None,None
Like a G6,"Far East Movement , The Cataracs and Dev",2010,10,30,Far East Movement ,The Cataracs,Dev
Like a G6,"Far East Movement , The Cataracs and Dev",2010,11,6,Far East Movement ,The Cataracs,Dev
We R Who We R,Kesha,2010,11,13,Kesha,None,None
What's My Name?,"Rihanna , Drake",2010,11,20,Rihanna ,Drake,None
Like a G6,"Far East Movement , The Cataracs and Dev",2010,11,27,Far East Movement ,The Cataracs,Dev
Only Girl (In the World),Rihanna,2010,12,4,Rihanna,None,None
Raise Your Glass,Pink,2010,12,11,Pink,None,None
Firework,Katy Perry,2010,12,18,Katy Perry,None,None
Firework,Katy Perry,2010,12,25,Katy Perry,None,None
Firework,Katy Perry,2011,1,1,Katy Perry,None,None
Grenade,Bruno Mars,2011,1,8,Bruno Mars,None,None
Firework,Katy Perry,2011,1,15,Katy Perry,None,None
Grenade,Bruno Mars,2011,1,22,Bruno Mars,None,None
Hold It Against Me,Britney Spears,2011,1,29,Britney Spears,None,None
Grenade,Bruno Mars,2011,2,5,Bruno Mars,None,None
Grenade,Bruno Mars,2011,2,12,Bruno Mars,None,None
Black and Yellow,Wiz Khalifa,2011,2,19,Wiz Khalifa,None,None
Born This Way,Lady Gaga,2011,2,26,Lady Gaga,None,None
Born This Way,Lady Gaga,2011,3,5,Lady Gaga,None,None
Born This Way,Lady Gaga,2011,3,12,Lady Gaga,None,None
Born This Way,Lady Gaga,2011,3,19,Lady Gaga,None,None
Born This Way,Lady Gaga,2011,3,26,Lady Gaga,None,None
Born This Way,Lady Gaga,2011,4,2,Lady Gaga,None,None
E.T.,"Katy Perry , Kanye West",2011,4,9,Katy Perry ,Kanye West,None
E.T.,"Katy Perry , Kanye West",2011,4,16,Katy Perry ,Kanye West,None
E.T.,"Katy Perry , Kanye West",2011,4,23,Katy Perry ,Kanye West,None
S&M,"Rihanna , Britney Spears",2011,4,30,Rihanna ,Britney Spears,None
E.T.,"Katy Perry , Kanye West",2011,5,7,Katy Perry ,Kanye West,None
E.T.,"Katy Perry , Kanye West",2011,5,14,Katy Perry ,Kanye West,None
Rolling in the Deep,Adele,2011,5,21,Adele,None,None
Rolling in the Deep,Adele,2011,5,28,Adele,None,None
Rolling in the Deep,Adele,2011,6,4,Adele,None,None
Rolling in the Deep,Adele,2011,6,11,Adele,None,None
Rolling in the Deep,Adele,2011,6,18,Adele,None,None
Rolling in the Deep,Adele,2011,6,25,Adele,None,None
Rolling in the Deep,Adele,2011,7,2,Adele,None,None
Give Me Everything,"Pitbull , Ne-Yo, Afrojack and Nayer",2011,7,9,Pitbull ,Ne-Yo,None
Party Rock Anthem,"LMFAO , Lauren Bennett and GoonRock",2011,7,16,LMFAO ,Lauren Bennett,GoonRock
Party Rock Anthem,"LMFAO , Lauren Bennett and GoonRock",2011,7,23,LMFAO ,Lauren Bennett,GoonRock
Party Rock Anthem,"LMFAO , Lauren Bennett and GoonRock",2011,7,30,LMFAO ,Lauren Bennett,GoonRock
Party Rock Anthem,"LMFAO , Lauren Bennett and GoonRock",2011,8,6,LMFAO ,Lauren Bennett,GoonRock
Party Rock Anthem,"LMFAO , Lauren Bennett and GoonRock",2011,8,13,LMFAO ,Lauren Bennett,GoonRock
Party Rock Anthem,"LMFAO , Lauren Bennett and GoonRock",2011,8,20,LMFAO ,Lauren Bennett,GoonRock
Last Friday Night (T.G.I.F.),Katy Perry,2011,8,27,Katy Perry,None,None
Last Friday Night (T.G.I.F.),Katy Perry,2011,9,3,Katy Perry,None,None
Moves Like Jagger,"Maroon 5 , Christina Aguilera",2011,9,10,Maroon 5 ,Christina Aguilera,None
Someone Like You,Adele,2011,9,17,Adele,None,None
Moves Like Jagger,"Maroon 5 , Christina Aguilera",2011,9,24,Maroon 5 ,Christina Aguilera,None
Moves Like Jagger,"Maroon 5 , Christina Aguilera",2011,10,1,Maroon 5 ,Christina Aguilera,None
Moves Like Jagger,"Maroon 5 , Christina Aguilera",2011,10,8,Maroon 5 ,Christina Aguilera,None
Someone Like You,Adele,2011,10,15,Adele,None,None
Someone Like You,Adele,2011,10,22,Adele,None,None
Someone Like You,Adele,2011,10,29,Adele,None,None
Someone Like You,Adele,2011,11,5,Adele,None,None
We Found Love,"Rihanna , Calvin Harris",2011,11,12,Rihanna ,Calvin Harris,None
We Found Love,"Rihanna , Calvin Harris",2011,11,19,Rihanna ,Calvin Harris,None
We Found Love,"Rihanna , Calvin Harris",2011,11,26,Rihanna ,Calvin Harris,None
We Found Love,"Rihanna , Calvin Harris",2011,12,3,Rihanna ,Calvin Harris,None
We Found Love,"Rihanna , Calvin Harris",2011,12,10,Rihanna ,Calvin Harris,None
We Found Love,"Rihanna , Calvin Harris",2011,12,17,Rihanna ,Calvin Harris,None
We Found Love,"Rihanna , Calvin Harris",2011,12,24,Rihanna ,Calvin Harris,None
We Found Love,"Rihanna , Calvin Harris",2011,12,31,Rihanna ,Calvin Harris,None
Sexy and I Know It,LMFAO,2012,1,7,LMFAO,None,None
Sexy and I Know It,LMFAO,2012,1,14,LMFAO,None,None
We Found Love,"Rihanna , Calvin Harris",2012,1,21,Rihanna ,Calvin Harris,None
We Found Love,"Rihanna , Calvin Harris",2012,1,28,Rihanna ,Calvin Harris,None
Set Fire to the Rain,Adele,2012,2,4,Adele,None,None
Set Fire to the Rain,Adele,2012,2,11,Adele,None,None
Stronger (What Doesn't Kill You),Kelly Clarkson,2012,2,18,Kelly Clarkson,None,None
Stronger (What Doesn't Kill You),Kelly Clarkson,2012,2,25,Kelly Clarkson,None,None
Part of Me,Katy Perry,2012,3,3,Katy Perry,None,None
Stronger (What Doesn't Kill You),Kelly Clarkson,2012,3,10,Kelly Clarkson,None,None
We Are Young,"Fun , Janelle Monáe",2012,3,17,Fun ,Janelle Monáe,None
We Are Young,"Fun , Janelle Monáe",2012,3,24,Fun ,Janelle Monáe,None
We Are Young,"Fun , Janelle Monáe",2012,3,31,Fun ,Janelle Monáe,None
We Are Young,"Fun , Janelle Monáe",2012,4,7,Fun ,Janelle Monáe,None
We Are Young,"Fun , Janelle Monáe",2012,4,14,Fun ,Janelle Monáe,None
We Are Young,"Fun , Janelle Monáe",2012,4,21,Fun ,Janelle Monáe,None
Somebody That I Used to Know,"Gotye , Kimbra",2012,4,28,Gotye ,Kimbra,None
Somebody That I Used to Know,"Gotye , Kimbra",2012,5,5,Gotye ,Kimbra,None
Somebody That I Used to Know,"Gotye , Kimbra",2012,5,12,Gotye ,Kimbra,None
Somebody That I Used to Know,"Gotye , Kimbra",2012,5,19,Gotye ,Kimbra,None
Somebody That I Used to Know,"Gotye , Kimbra",2012,5,26,Gotye ,Kimbra,None
Somebody That I Used to Know,"Gotye , Kimbra",2012,6,2,Gotye ,Kimbra,None
Somebody That I Used to Know,"Gotye , Kimbra",2012,6,9,Gotye ,Kimbra,None
Somebody That I Used to Know,"Gotye , Kimbra",2012,6,16,Gotye ,Kimbra,None
Call Me Maybe,Carly Rae Jepsen,2012,6,23,Carly Rae Jepsen,None,None
Call Me Maybe,Carly Rae Jepsen,2012,6,30,Carly Rae Jepsen,None,None
Call Me Maybe,Carly Rae Jepsen,2012,7,7,Carly Rae Jepsen,None,None
Call Me Maybe,Carly Rae Jepsen,2012,7,14,Carly Rae Jepsen,None,None
Call Me Maybe,Carly Rae Jepsen,2012,7,21,Carly Rae Jepsen,None,None
Call Me Maybe,Carly Rae Jepsen,2012,7,28,Carly Rae Jepsen,None,None
Call Me Maybe,Carly Rae Jepsen,2012,8,4,Carly Rae Jepsen,None,None
Call Me Maybe,Carly Rae Jepsen,2012,8,11,Carly Rae Jepsen,None,None
Call Me Maybe,Carly Rae Jepsen,2012,8,18,Carly Rae Jepsen,None,None
Whistle,Flo Rida,2012,8,25,Flo Rida,None,None
We Are Never Ever Getting Back Together,Taylor Swift,2012,9,1,Taylor Swift,None,None
We Are Never Ever Getting Back Together,Taylor Swift,2012,9,8,Taylor Swift,None,None
Whistle,Flo Rida,2012,9,15,Flo Rida,None,None
We Are Never Ever Getting Back Together,Taylor Swift,2012,9,22,Taylor Swift,None,None
One More Night,Maroon 5,2012,9,29,Maroon 5,None,None
One More Night,Maroon 5,2012,10,6,Maroon 5,None,None
One More Night,Maroon 5,2012,10,13,Maroon 5,None,None
One More Night,Maroon 5,2012,10,20,Maroon 5,None,None
One More Night,Maroon 5,2012,10,27,Maroon 5,None,None
One More Night,Maroon 5,2012,11,3,Maroon 5,None,None
One More Night,Maroon 5,2012,11,10,Maroon 5,None,None
One More Night,Maroon 5,2012,11,17,Maroon 5,None,None
One More Night,Maroon 5,2012,11,24,Maroon 5,None,None
Diamonds,Rihanna,2012,12,1,Rihanna,None,None
Diamonds,Rihanna,2012,12,8,Rihanna,None,None
Diamonds,Rihanna,2012,12,15,Rihanna,None,None
Locked Out of Heaven,Bruno Mars,2012,12,22,Bruno Mars,None,None
Locked Out of Heaven,Bruno Mars,2012,12,29,Bruno Mars,None,None
Locked Out of Heaven,Bruno Mars,2013,1,5,Bruno Mars,None,None
Locked Out of Heaven,Bruno Mars,2013,1,12,Bruno Mars,None,None
Locked Out of Heaven,Bruno Mars,2013,1,19,Bruno Mars,None,None
Locked Out of Heaven,Bruno Mars,2013,1,26,Bruno Mars,None,None
Thrift Shop [4],"Macklemore & Ryan Lewis , Wanz",2013,2,2,Macklemore & Ryan Lewis ,Wanz,None
Thrift Shop [4],"Macklemore & Ryan Lewis , Wanz",2013,2,9,Macklemore & Ryan Lewis ,Wanz,None
Thrift Shop [4],"Macklemore & Ryan Lewis , Wanz",2013,2,16,Macklemore & Ryan Lewis ,Wanz,None
Thrift Shop [4],"Macklemore & Ryan Lewis , Wanz",2013,2,23,Macklemore & Ryan Lewis ,Wanz,None
Harlem Shake,Baauer,2013,3,2,Baauer,None,None
Harlem Shake,Baauer,2013,3,9,Baauer,None,None
Harlem Shake,Baauer,2013,3,16,Baauer,None,None
Harlem Shake,Baauer,2013,3,23,Baauer,None,None
Harlem Shake,Baauer,2013,3,30,Baauer,None,None
Thrift Shop [4],"Macklemore & Ryan Lewis , Wanz",2013,4,6,Macklemore & Ryan Lewis ,Wanz,None
Thrift Shop [4],"Macklemore & Ryan Lewis , Wanz",2013,4,13,Macklemore & Ryan Lewis ,Wanz,None
When I Was Your Man,Bruno Mars,2013,4,20,Bruno Mars,None,None
Just Give Me a Reason,"Pink , Nate Ruess",2013,4,27,Pink ,Nate Ruess,None
Just Give Me a Reason,"Pink , Nate Ruess",2013,5,4,Pink ,Nate Ruess,None
Just Give Me a Reason,"Pink , Nate Ruess",2013,5,11,Pink ,Nate Ruess,None
Can't Hold Us,"Macklemore & Ryan Lewis , Ray Dalton",2013,5,18,Macklemore & Ryan Lewis ,Ray Dalton,None
Can't Hold Us,"Macklemore & Ryan Lewis , Ray Dalton",2013,5,25,Macklemore & Ryan Lewis ,Ray Dalton,None
Can't Hold Us,"Macklemore & Ryan Lewis , Ray Dalton",2013,6,1,Macklemore & Ryan Lewis ,Ray Dalton,None
Can't Hold Us,"Macklemore & Ryan Lewis , Ray Dalton",2013,6,8,Macklemore & Ryan Lewis ,Ray Dalton,None
Can't Hold Us,"Macklemore & Ryan Lewis , Ray Dalton",2013,6,15,Macklemore & Ryan Lewis ,Ray Dalton,None
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,6,22,Robin Thicke ,T.I.,Pharrell
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,6,29,Robin Thicke ,T.I.,Pharrell
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,7,6,Robin Thicke ,T.I.,Pharrell
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,7,13,Robin Thicke ,T.I.,Pharrell
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,7,20,Robin Thicke ,T.I.,Pharrell
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,7,27,Robin Thicke ,T.I.,Pharrell
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,8,3,Robin Thicke ,T.I.,Pharrell
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,8,10,Robin Thicke ,T.I.,Pharrell
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,8,17,Robin Thicke ,T.I.,Pharrell
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,8,24,Robin Thicke ,T.I.,Pharrell
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,8,31,Robin Thicke ,T.I.,Pharrell
