Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2,SongTitle,PriArtName
say it right,Nelly Furtado,2007,2,24,nelly furtado,None,None,Say It Right,Nelly Furtado
what goes aroundcomes around,Justin Timberlake,2007,3,3,justin timberlake,None,None,What Goes Around...Comes Around,Justin Timberlake
this is why im hot,Mims,2007,3,10,mims,None,None,This Is Why I'm Hot,Mims
this is why im hot,Mims,2007,3,17,mims,None,None,This Is Why I'm Hot,Mims
glamorous,"Fergie , Ludacris",2007,3,24,fergie,Ludacris,None,Glamorous,Fergie 
glamorous,"Fergie , Ludacris",2007,3,31,fergie,Ludacris,None,Glamorous,Fergie 
dont matter,Akon,2007,4,7,akon,None,None,Don't Matter,Akon
dont matter,Akon,2007,4,14,akon,None,None,Don't Matter,Akon
give it to me,"Timbaland ,Nelly Furtado and Justin Timberlake",2007,4,21,timbaland,Nelly Furtado,Justin Timberlake,Give It to Me,Timbaland 
give it to me,"Timbaland ,Nelly Furtado and Justin Timberlake",2007,4,28,timbaland,Nelly Furtado,Justin Timberlake,Give It to Me,Timbaland 
girlfriend,Avril Lavigne,2007,5,5,avril lavigne,None,None,Girlfriend,Avril Lavigne
makes me wonder,Maroon 5,2007,5,12,maroon 5,None,None,Makes Me Wonder,Maroon 5
makes me wonder,Maroon 5,2007,5,19,maroon 5,None,None,Makes Me Wonder,Maroon 5
buy u a drank shawty snappin,"T-Pain , Yung Joc",2007,5,26,t-pain,Yung Joc,None,Buy U a Drank (Shawty Snappin'),T-Pain 
makes me wonder,Maroon 5,2007,6,2,maroon 5,None,None,Makes Me Wonder,Maroon 5
umbrella,"Rihanna , Jay-Z",2007,6,9,rihanna,Jay-Z,None,Umbrella,Rihanna 
umbrella,"Rihanna , Jay-Z",2007,6,16,rihanna,Jay-Z,None,Umbrella,Rihanna 
umbrella,"Rihanna , Jay-Z",2007,6,23,rihanna,Jay-Z,None,Umbrella,Rihanna 
umbrella,"Rihanna , Jay-Z",2007,6,30,rihanna,Jay-Z,None,Umbrella,Rihanna 
umbrella,"Rihanna , Jay-Z",2007,7,7,rihanna,Jay-Z,None,Umbrella,Rihanna 
umbrella,"Rihanna , Jay-Z",2007,7,14,rihanna,Jay-Z,None,Umbrella,Rihanna 
umbrella,"Rihanna , Jay-Z",2007,7,21,rihanna,Jay-Z,None,Umbrella,Rihanna 
hey there delilah,Plain White T's,2007,7,28,plain white ts,None,None,Hey There Delilah,Plain White T's
hey there delilah,Plain White T's,2007,8,4,plain white ts,None,None,Hey There Delilah,Plain White T's
beautiful girls,Sean Kingston,2007,8,11,sean kingston,None,None,Beautiful Girls,Sean Kingston
beautiful girls,Sean Kingston,2007,8,18,sean kingston,None,None,Beautiful Girls,Sean Kingston
beautiful girls,Sean Kingston,2007,8,25,sean kingston,None,None,Beautiful Girls,Sean Kingston
beautiful girls,Sean Kingston,2007,9,1,sean kingston,None,None,Beautiful Girls,Sean Kingston
big girls dont cry,Fergie,2007,9,8,fergie,None,None,Big Girls Don't Cry,Fergie
crank that soulja boy,Soulja Boy Tell 'Em,2007,9,15,soulja boy tell em,None,None,Crank That (Soulja Boy),Soulja Boy Tell 'Em
crank that soulja boy,Soulja Boy Tell 'Em,2007,9,22,soulja boy tell em,None,None,Crank That (Soulja Boy),Soulja Boy Tell 'Em
stronger,Kanye West,2007,9,29,kanye west,None,None,Stronger,Kanye West
crank that soulja boy,Soulja Boy Tell 'Em,2007,10,6,soulja boy tell em,None,None,Crank That (Soulja Boy),Soulja Boy Tell 'Em
crank that soulja boy,Soulja Boy Tell 'Em,2007,10,13,soulja boy tell em,None,None,Crank That (Soulja Boy),Soulja Boy Tell 'Em
crank that soulja boy,Soulja Boy Tell 'Em,2007,10,20,soulja boy tell em,None,None,Crank That (Soulja Boy),Soulja Boy Tell 'Em
crank that soulja boy,Soulja Boy Tell 'Em,2007,10,27,soulja boy tell em,None,None,Crank That (Soulja Boy),Soulja Boy Tell 'Em
crank that soulja boy,Soulja Boy Tell 'Em,2007,11,3,soulja boy tell em,None,None,Crank That (Soulja Boy),Soulja Boy Tell 'Em
kiss kiss,"Chris Brown , T-Pain",2007,11,10,chris brown,T-Pain,None,Kiss Kiss,Chris Brown 
kiss kiss,"Chris Brown , T-Pain",2007,11,17,chris brown,T-Pain,None,Kiss Kiss,Chris Brown 
kiss kiss,"Chris Brown , T-Pain",2007,11,24,chris brown,T-Pain,None,Kiss Kiss,Chris Brown 
no one,Alicia Keys,2007,12,1,alicia keys,None,None,No One,Alicia Keys
no one,Alicia Keys,2007,12,8,alicia keys,None,None,No One,Alicia Keys
no one,Alicia Keys,2007,12,15,alicia keys,None,None,No One,Alicia Keys
no one,Alicia Keys,2007,12,22,alicia keys,None,None,No One,Alicia Keys
no one,Alicia Keys,2007,12,29,alicia keys,None,None,No One,Alicia Keys
low,"Flo Rida , T-Pain",2008,1,5,flo rida,T-Pain,None,Low,Flo Rida 
low,"Flo Rida , T-Pain",2008,1,12,flo rida,T-Pain,None,Low,Flo Rida 
low,"Flo Rida , T-Pain",2008,1,19,flo rida,T-Pain,None,Low,Flo Rida 
low,"Flo Rida , T-Pain",2008,1,26,flo rida,T-Pain,None,Low,Flo Rida 
low,"Flo Rida , T-Pain",2008,2,2,flo rida,T-Pain,None,Low,Flo Rida 
low,"Flo Rida , T-Pain",2008,2,9,flo rida,T-Pain,None,Low,Flo Rida 
low,"Flo Rida , T-Pain",2008,2,16,flo rida,T-Pain,None,Low,Flo Rida 
low,"Flo Rida , T-Pain",2008,2,23,flo rida,T-Pain,None,Low,Flo Rida 
low,"Flo Rida , T-Pain",2008,3,1,flo rida,T-Pain,None,Low,Flo Rida 
low,"Flo Rida , T-Pain",2008,3,8,flo rida,T-Pain,None,Low,Flo Rida 
love in this club,"Usher , Young Jeezy",2008,3,15,usher,Young Jeezy,None,Love in This Club,Usher 
love in this club,"Usher , Young Jeezy",2008,3,22,usher,Young Jeezy,None,Love in This Club,Usher 
love in this club,"Usher , Young Jeezy",2008,3,29,usher,Young Jeezy,None,Love in This Club,Usher 
bleeding love,Leona Lewis,2008,4,5,leona lewis,None,None,Bleeding Love,Leona Lewis
touch my body,Mariah Carey,2008,4,12,mariah carey,None,None,Touch My Body,Mariah Carey
touch my body,Mariah Carey,2008,4,19,mariah carey,None,None,Touch My Body,Mariah Carey
bleeding love,Leona Lewis,2008,4,26,leona lewis,None,None,Bleeding Love,Leona Lewis
lollipop,"Lil Wayne , Static Major",2008,5,3,lil wayne,Static Major,None,Lollipop,Lil Wayne 
bleeding love,Leona Lewis,2008,5,10,leona lewis,None,None,Bleeding Love,Leona Lewis
bleeding love,Leona Lewis,2008,5,17,leona lewis,None,None,Bleeding Love,Leona Lewis
take a bow,Rihanna,2008,5,24,rihanna,None,None,Take a Bow,Rihanna
lollipop,"Lil Wayne , Static Major",2008,5,31,lil wayne,Static Major,None,Lollipop,Lil Wayne 
lollipop,"Lil Wayne , Static Major",2008,6,7,lil wayne,Static Major,None,Lollipop,Lil Wayne 
lollipop,"Lil Wayne , Static Major",2008,6,14,lil wayne,Static Major,None,Lollipop,Lil Wayne 
lollipop,"Lil Wayne , Static Major",2008,6,21,lil wayne,Static Major,None,Lollipop,Lil Wayne 
viva la vida,Coldplay,2008,6,28,coldplay,None,None,Viva la Vida,Coldplay
i kissed a girl,Katy Perry,2008,7,5,katy perry,None,None,I Kissed a Girl,Katy Perry
i kissed a girl,Katy Perry,2008,7,12,katy perry,None,None,I Kissed a Girl,Katy Perry
i kissed a girl,Katy Perry,2008,7,19,katy perry,None,None,I Kissed a Girl,Katy Perry
i kissed a girl,Katy Perry,2008,7,26,katy perry,None,None,I Kissed a Girl,Katy Perry
i kissed a girl,Katy Perry,2008,8,2,katy perry,None,None,I Kissed a Girl,Katy Perry
i kissed a girl,Katy Perry,2008,8,9,katy perry,None,None,I Kissed a Girl,Katy Perry
i kissed a girl,Katy Perry,2008,8,16,katy perry,None,None,I Kissed a Girl,Katy Perry
disturbia,Rihanna,2008,8,23,rihanna,None,None,Disturbia,Rihanna
disturbia,Rihanna,2008,8,30,rihanna,None,None,Disturbia,Rihanna
whatever you like,T.I.,2008,9,6,ti,None,None,Whatever You Like,T.I.
whatever you like,T.I.,2008,9,13,ti,None,None,Whatever You Like,T.I.
whatever you like,T.I.,2008,9,20,ti,None,None,Whatever You Like,T.I.
so what,Pink,2008,9,27,pink,None,None,So What,Pink
whatever you like,T.I.,2008,10,4,ti,None,None,Whatever You Like,T.I.
whatever you like,T.I.,2008,10,11,ti,None,None,Whatever You Like,T.I.
live your life,"T.I. , Rihanna",2008,10,18,ti,Rihanna,None,Live Your Life,T.I. 
womanizer,Britney Spears,2008,10,25,britney spears,None,None,Womanizer,Britney Spears
whatever you like,T.I.,2008,11,1,ti,None,None,Whatever You Like,T.I.
whatever you like,T.I.,2008,11,8,ti,None,None,Whatever You Like,T.I.
live your life,"T.I. , Rihanna",2008,11,15,ti,Rihanna,None,Live Your Life,T.I. 
live your life,"T.I. , Rihanna",2008,11,22,ti,Rihanna,None,Live Your Life,T.I. 
live your life,"T.I. , Rihanna",2008,11,29,ti,Rihanna,None,Live Your Life,T.I. 
live your life,"T.I. , Rihanna",2008,12,6,ti,Rihanna,None,Live Your Life,T.I. 
single ladies put a ring on it,Beyoncé,2008,12,13,beyonce,None,None,Single Ladies (Put a Ring on It),Beyoncé
live your life,"T.I. , Rihanna",2008,12,20,ti,Rihanna,None,Live Your Life,T.I. 
single ladies put a ring on it,Beyoncé,2008,12,27,beyonce,None,None,Single Ladies (Put a Ring on It),Beyoncé
single ladies put a ring on it,Beyoncé,2009,1,3,beyonce,None,None,Single Ladies (Put a Ring on It),Beyoncé
single ladies put a ring on it,Beyoncé,2009,1,10,beyonce,None,None,Single Ladies (Put a Ring on It),Beyoncé
just dance,"Lady Gaga , Colby O'Donis",2009,1,17,lady gaga,Colby O'Donis,None,Just Dance,Lady Gaga 
just dance,"Lady Gaga , Colby O'Donis",2009,1,24,lady gaga,Colby O'Donis,None,Just Dance,Lady Gaga 
just dance,"Lady Gaga , Colby O'Donis",2009,1,31,lady gaga,Colby O'Donis,None,Just Dance,Lady Gaga 
my life would suck without you,Kelly Clarkson,2009,2,7,kelly clarkson,None,None,My Life Would Suck Without You,Kelly Clarkson
my life would suck without you,Kelly Clarkson,2009,2,14,kelly clarkson,None,None,My Life Would Suck Without You,Kelly Clarkson
crack a bottle,"Eminem, Dr. Dre and 50 Cent",2009,2,21,eminem,Dr. Dre,50 Cent,Crack a Bottle,Eminem
right round,Flo Rida,2009,2,28,flo rida,None,None,Right Round,Flo Rida
right round,Flo Rida,2009,3,7,flo rida,None,None,Right Round,Flo Rida
right round,Flo Rida,2009,3,14,flo rida,None,None,Right Round,Flo Rida
right round,Flo Rida,2009,3,21,flo rida,None,None,Right Round,Flo Rida
right round,Flo Rida,2009,3,28,flo rida,None,None,Right Round,Flo Rida
right round,Flo Rida,2009,4,4,flo rida,None,None,Right Round,Flo Rida
poker face,Lady Gaga,2009,4,11,lady gaga,None,None,Poker Face,Lady Gaga
boom boom pow,The Black Eyed Peas,2009,4,18,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,4,25,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,5,2,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,5,9,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,5,16,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,5,23,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,5,30,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,6,6,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,6,13,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,6,20,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,6,27,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
boom boom pow,The Black Eyed Peas,2009,7,4,the black eyed peas,None,None,Boom Boom Pow,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,7,11,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,7,18,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,7,25,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,8,1,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,8,8,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,8,15,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,8,22,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,8,29,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,9,5,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,9,12,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,9,19,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,9,26,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,10,3,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
i gotta feeling,The Black Eyed Peas,2009,10,10,the black eyed peas,None,None,I Gotta Feeling,The Black Eyed Peas
down,"Jay Sean , Lil Wayne",2009,10,17,jay sean,Lil Wayne,None,Down,Jay Sean 
3,Britney Spears,2009,10,24,britney spears,None,None,3,Britney Spears
down,"Jay Sean , Lil Wayne",2009,10,31,jay sean,Lil Wayne,None,Down,Jay Sean 
fireflies,Owl City,2009,11,7,owl city,None,None,Fireflies,Owl City
whatcha say,Jason Derulo,2009,11,14,jason derulo,None,None,Whatcha Say,Jason Derulo
fireflies,Owl City,2009,11,21,owl city,None,None,Fireflies,Owl City
empire state of mind,Jay-Z and Alicia Keys,2009,11,28,jay-z and alicia keys,None,None,Empire State of Mind,Jay-Z and Alicia Keys
empire state of mind,Jay-Z and Alicia Keys,2009,12,5,jay-z and alicia keys,None,None,Empire State of Mind,Jay-Z and Alicia Keys
empire state of mind,Jay-Z and Alicia Keys,2009,12,12,jay-z and alicia keys,None,None,Empire State of Mind,Jay-Z and Alicia Keys
empire state of mind,Jay-Z and Alicia Keys,2009,12,19,jay-z and alicia keys,None,None,Empire State of Mind,Jay-Z and Alicia Keys
empire state of mind,Jay-Z and Alicia Keys,2009,12,26,jay-z and alicia keys,None,None,Empire State of Mind,Jay-Z and Alicia Keys
tik tok,Kesha,2010,1,2,kesha,None,None,Tik Tok,Kesha
tik tok,Kesha,2010,1,9,kesha,None,None,Tik Tok,Kesha
tik tok,Kesha,2010,1,16,kesha,None,None,Tik Tok,Kesha
tik tok,Kesha,2010,1,23,kesha,None,None,Tik Tok,Kesha
tik tok,Kesha,2010,1,30,kesha,None,None,Tik Tok,Kesha
tik tok,Kesha,2010,2,6,kesha,None,None,Tik Tok,Kesha
tik tok,Kesha,2010,2,13,kesha,None,None,Tik Tok,Kesha
tik tok,Kesha,2010,2,20,kesha,None,None,Tik Tok,Kesha
tik tok,Kesha,2010,2,27,kesha,None,None,Tik Tok,Kesha
imma be,The Black Eyed Peas,2010,3,6,the black eyed peas,None,None,Imma Be,The Black Eyed Peas
imma be,The Black Eyed Peas,2010,3,13,the black eyed peas,None,None,Imma Be,The Black Eyed Peas
break your heart,"Taio Cruz , Ludacris",2010,3,20,taio cruz,Ludacris,None,Break Your Heart,Taio Cruz 
rude boy,Rihanna,2010,3,27,rihanna,None,None,Rude Boy,Rihanna
rude boy,Rihanna,2010,4,3,rihanna,None,None,Rude Boy,Rihanna
rude boy,Rihanna,2010,4,10,rihanna,None,None,Rude Boy,Rihanna
rude boy,Rihanna,2010,4,17,rihanna,None,None,Rude Boy,Rihanna
rude boy,Rihanna,2010,4,24,rihanna,None,None,Rude Boy,Rihanna
nothin on you,"B.o.B , Bruno Mars",2010,5,1,bob,Bruno Mars,None,Nothin' on You,B.o.B 
nothin on you,"B.o.B , Bruno Mars",2010,5,8,bob,Bruno Mars,None,Nothin' on You,B.o.B 
omg,"Usher , will.i.am",2010,5,15,usher,will.i.am,None,OMG,Usher 
not afraid,Eminem,2010,5,22,eminem,None,None,Not Afraid,Eminem
omg,"Usher , will.i.am",2010,5,29,usher,will.i.am,None,OMG,Usher 
omg,"Usher , will.i.am",2010,6,5,usher,will.i.am,None,OMG,Usher 
omg,"Usher , will.i.am",2010,6,12,usher,will.i.am,None,OMG,Usher 
california gurls,"Katy Perry , Snoop Dogg",2010,6,19,katy perry,Snoop Dogg,None,California Gurls,Katy Perry 
california gurls,"Katy Perry , Snoop Dogg",2010,6,26,katy perry,Snoop Dogg,None,California Gurls,Katy Perry 
california gurls,"Katy Perry , Snoop Dogg",2010,7,3,katy perry,Snoop Dogg,None,California Gurls,Katy Perry 
california gurls,"Katy Perry , Snoop Dogg",2010,7,10,katy perry,Snoop Dogg,None,California Gurls,Katy Perry 
california gurls,"Katy Perry , Snoop Dogg",2010,7,17,katy perry,Snoop Dogg,None,California Gurls,Katy Perry 
california gurls,"Katy Perry , Snoop Dogg",2010,7,24,katy perry,Snoop Dogg,None,California Gurls,Katy Perry 
love the way you lie,"Eminem , Rihanna",2010,7,31,eminem,Rihanna,None,Love the Way You Lie,Eminem 
love the way you lie,"Eminem , Rihanna",2010,8,7,eminem,Rihanna,None,Love the Way You Lie,Eminem 
love the way you lie,"Eminem , Rihanna",2010,8,14,eminem,Rihanna,None,Love the Way You Lie,Eminem 
love the way you lie,"Eminem , Rihanna",2010,8,21,eminem,Rihanna,None,Love the Way You Lie,Eminem 
love the way you lie,"Eminem , Rihanna",2010,8,28,eminem,Rihanna,None,Love the Way You Lie,Eminem 
love the way you lie,"Eminem , Rihanna",2010,9,4,eminem,Rihanna,None,Love the Way You Lie,Eminem 
love the way you lie,"Eminem , Rihanna",2010,9,11,eminem,Rihanna,None,Love the Way You Lie,Eminem 
teenage dream,Katy Perry,2010,9,18,katy perry,None,None,Teenage Dream,Katy Perry
teenage dream,Katy Perry,2010,9,25,katy perry,None,None,Teenage Dream,Katy Perry
just the way you are,Bruno Mars,2010,10,2,bruno mars,None,None,Just the Way You Are,Bruno Mars
just the way you are,Bruno Mars,2010,10,9,bruno mars,None,None,Just the Way You Are,Bruno Mars
just the way you are,Bruno Mars,2010,10,16,bruno mars,None,None,Just the Way You Are,Bruno Mars
just the way you are,Bruno Mars,2010,10,23,bruno mars,None,None,Just the Way You Are,Bruno Mars
like a g6,"Far East Movement , The Cataracs and Dev",2010,10,30,far east movement,The Cataracs,Dev,Like a G6,Far East Movement 
like a g6,"Far East Movement , The Cataracs and Dev",2010,11,6,far east movement,The Cataracs,Dev,Like a G6,Far East Movement 
we r who we r,Kesha,2010,11,13,kesha,None,None,We R Who We R,Kesha
whats my name?,"Rihanna , Drake",2010,11,20,rihanna,Drake,None,What's My Name?,Rihanna 
like a g6,"Far East Movement , The Cataracs and Dev",2010,11,27,far east movement,The Cataracs,Dev,Like a G6,Far East Movement 
only girl in the world,Rihanna,2010,12,4,rihanna,None,None,Only Girl (In the World),Rihanna
raise your glass,Pink,2010,12,11,pink,None,None,Raise Your Glass,Pink
firework,Katy Perry,2010,12,18,katy perry,None,None,Firework,Katy Perry
firework,Katy Perry,2010,12,25,katy perry,None,None,Firework,Katy Perry
firework,Katy Perry,2011,1,1,katy perry,None,None,Firework,Katy Perry
grenade,Bruno Mars,2011,1,8,bruno mars,None,None,Grenade,Bruno Mars
firework,Katy Perry,2011,1,15,katy perry,None,None,Firework,Katy Perry
grenade,Bruno Mars,2011,1,22,bruno mars,None,None,Grenade,Bruno Mars
hold it against me,Britney Spears,2011,1,29,britney spears,None,None,Hold It Against Me,Britney Spears
grenade,Bruno Mars,2011,2,5,bruno mars,None,None,Grenade,Bruno Mars
grenade,Bruno Mars,2011,2,12,bruno mars,None,None,Grenade,Bruno Mars
black and yellow,Wiz Khalifa,2011,2,19,wiz khalifa,None,None,Black and Yellow,Wiz Khalifa
born this way,Lady Gaga,2011,2,26,lady gaga,None,None,Born This Way,Lady Gaga
born this way,Lady Gaga,2011,3,5,lady gaga,None,None,Born This Way,Lady Gaga
born this way,Lady Gaga,2011,3,12,lady gaga,None,None,Born This Way,Lady Gaga
born this way,Lady Gaga,2011,3,19,lady gaga,None,None,Born This Way,Lady Gaga
born this way,Lady Gaga,2011,3,26,lady gaga,None,None,Born This Way,Lady Gaga
born this way,Lady Gaga,2011,4,2,lady gaga,None,None,Born This Way,Lady Gaga
et,"Katy Perry , Kanye West",2011,4,9,katy perry,Kanye West,None,E.T.,Katy Perry 
et,"Katy Perry , Kanye West",2011,4,16,katy perry,Kanye West,None,E.T.,Katy Perry 
et,"Katy Perry , Kanye West",2011,4,23,katy perry,Kanye West,None,E.T.,Katy Perry 
sandm,"Rihanna , Britney Spears",2011,4,30,rihanna,Britney Spears,None,S&M,Rihanna 
et,"Katy Perry , Kanye West",2011,5,7,katy perry,Kanye West,None,E.T.,Katy Perry 
et,"Katy Perry , Kanye West",2011,5,14,katy perry,Kanye West,None,E.T.,Katy Perry 
rolling in the deep,Adele,2011,5,21,adele,None,None,Rolling in the Deep,Adele
rolling in the deep,Adele,2011,5,28,adele,None,None,Rolling in the Deep,Adele
rolling in the deep,Adele,2011,6,4,adele,None,None,Rolling in the Deep,Adele
rolling in the deep,Adele,2011,6,11,adele,None,None,Rolling in the Deep,Adele
rolling in the deep,Adele,2011,6,18,adele,None,None,Rolling in the Deep,Adele
rolling in the deep,Adele,2011,6,25,adele,None,None,Rolling in the Deep,Adele
rolling in the deep,Adele,2011,7,2,adele,None,None,Rolling in the Deep,Adele
give me everything,"Pitbull , Ne-Yo, Afrojack and Nayer",2011,7,9,pitbull,Ne-Yo,None,Give Me Everything,Pitbull 
party rock anthem,"LMFAO , Lauren Bennett and GoonRock",2011,7,16,lmfao,Lauren Bennett,GoonRock,Party Rock Anthem,LMFAO 
party rock anthem,"LMFAO , Lauren Bennett and GoonRock",2011,7,23,lmfao,Lauren Bennett,GoonRock,Party Rock Anthem,LMFAO 
party rock anthem,"LMFAO , Lauren Bennett and GoonRock",2011,7,30,lmfao,Lauren Bennett,GoonRock,Party Rock Anthem,LMFAO 
party rock anthem,"LMFAO , Lauren Bennett and GoonRock",2011,8,6,lmfao,Lauren Bennett,GoonRock,Party Rock Anthem,LMFAO 
party rock anthem,"LMFAO , Lauren Bennett and GoonRock",2011,8,13,lmfao,Lauren Bennett,GoonRock,Party Rock Anthem,LMFAO 
party rock anthem,"LMFAO , Lauren Bennett and GoonRock",2011,8,20,lmfao,Lauren Bennett,GoonRock,Party Rock Anthem,LMFAO 
last friday night tgif,Katy Perry,2011,8,27,katy perry,None,None,Last Friday Night (T.G.I.F.),Katy Perry
last friday night tgif,Katy Perry,2011,9,3,katy perry,None,None,Last Friday Night (T.G.I.F.),Katy Perry
moves like jagger,"Maroon 5 , Christina Aguilera",2011,9,10,maroon 5,Christina Aguilera,None,Moves Like Jagger,Maroon 5 
someone like you,Adele,2011,9,17,adele,None,None,Someone Like You,Adele
moves like jagger,"Maroon 5 , Christina Aguilera",2011,9,24,maroon 5,Christina Aguilera,None,Moves Like Jagger,Maroon 5 
moves like jagger,"Maroon 5 , Christina Aguilera",2011,10,1,maroon 5,Christina Aguilera,None,Moves Like Jagger,Maroon 5 
moves like jagger,"Maroon 5 , Christina Aguilera",2011,10,8,maroon 5,Christina Aguilera,None,Moves Like Jagger,Maroon 5 
someone like you,Adele,2011,10,15,adele,None,None,Someone Like You,Adele
someone like you,Adele,2011,10,22,adele,None,None,Someone Like You,Adele
someone like you,Adele,2011,10,29,adele,None,None,Someone Like You,Adele
someone like you,Adele,2011,11,5,adele,None,None,Someone Like You,Adele
we found love,"Rihanna , Calvin Harris",2011,11,12,rihanna,Calvin Harris,None,We Found Love,Rihanna 
we found love,"Rihanna , Calvin Harris",2011,11,19,rihanna,Calvin Harris,None,We Found Love,Rihanna 
we found love,"Rihanna , Calvin Harris",2011,11,26,rihanna,Calvin Harris,None,We Found Love,Rihanna 
we found love,"Rihanna , Calvin Harris",2011,12,3,rihanna,Calvin Harris,None,We Found Love,Rihanna 
we found love,"Rihanna , Calvin Harris",2011,12,10,rihanna,Calvin Harris,None,We Found Love,Rihanna 
we found love,"Rihanna , Calvin Harris",2011,12,17,rihanna,Calvin Harris,None,We Found Love,Rihanna 
we found love,"Rihanna , Calvin Harris",2011,12,24,rihanna,Calvin Harris,None,We Found Love,Rihanna 
we found love,"Rihanna , Calvin Harris",2011,12,31,rihanna,Calvin Harris,None,We Found Love,Rihanna 
sexy and i know it,LMFAO,2012,1,7,lmfao,None,None,Sexy and I Know It,LMFAO
sexy and i know it,LMFAO,2012,1,14,lmfao,None,None,Sexy and I Know It,LMFAO
we found love,"Rihanna , Calvin Harris",2012,1,21,rihanna,Calvin Harris,None,We Found Love,Rihanna 
we found love,"Rihanna , Calvin Harris",2012,1,28,rihanna,Calvin Harris,None,We Found Love,Rihanna 
set fire to the rain,Adele,2012,2,4,adele,None,None,Set Fire to the Rain,Adele
set fire to the rain,Adele,2012,2,11,adele,None,None,Set Fire to the Rain,Adele
stronger what doesnt kill you,Kelly Clarkson,2012,2,18,kelly clarkson,None,None,Stronger (What Doesn't Kill You),Kelly Clarkson
stronger what doesnt kill you,Kelly Clarkson,2012,2,25,kelly clarkson,None,None,Stronger (What Doesn't Kill You),Kelly Clarkson
part of me,Katy Perry,2012,3,3,katy perry,None,None,Part of Me,Katy Perry
stronger what doesnt kill you,Kelly Clarkson,2012,3,10,kelly clarkson,None,None,Stronger (What Doesn't Kill You),Kelly Clarkson
we are young,"Fun , Janelle Monáe",2012,3,17,fun,Janelle Monáe,None,We Are Young,Fun 
we are young,"Fun , Janelle Monáe",2012,3,24,fun,Janelle Monáe,None,We Are Young,Fun 
we are young,"Fun , Janelle Monáe",2012,3,31,fun,Janelle Monáe,None,We Are Young,Fun 
we are young,"Fun , Janelle Monáe",2012,4,7,fun,Janelle Monáe,None,We Are Young,Fun 
we are young,"Fun , Janelle Monáe",2012,4,14,fun,Janelle Monáe,None,We Are Young,Fun 
we are young,"Fun , Janelle Monáe",2012,4,21,fun,Janelle Monáe,None,We Are Young,Fun 
somebody that i used to know,"Gotye , Kimbra",2012,4,28,gotye,Kimbra,None,Somebody That I Used to Know,Gotye 
somebody that i used to know,"Gotye , Kimbra",2012,5,5,gotye,Kimbra,None,Somebody That I Used to Know,Gotye 
somebody that i used to know,"Gotye , Kimbra",2012,5,12,gotye,Kimbra,None,Somebody That I Used to Know,Gotye 
somebody that i used to know,"Gotye , Kimbra",2012,5,19,gotye,Kimbra,None,Somebody That I Used to Know,Gotye 
somebody that i used to know,"Gotye , Kimbra",2012,5,26,gotye,Kimbra,None,Somebody That I Used to Know,Gotye 
somebody that i used to know,"Gotye , Kimbra",2012,6,2,gotye,Kimbra,None,Somebody That I Used to Know,Gotye 
